cdf,request_scheduling_delay,replica
0.02,6.198595008537687,3
0.03,10.536517308977531,3
0.04,10.674066359737534,3
0.05,10.78169385257936,3
0.06,11.007819230940141,3
0.07,11.178192059499777,3
0.08,11.344458989528693,3
0.09,11.577358442734983,3
0.1,11.90913494040043,3
0.11,12.182340421942177,3
0.12,12.37521098345798,3
0.13,13.047652325888068,3
0.14,13.740428319644366,3
0.15,15.948359738359015,3
0.16,16.46882716819923,3
0.17,18.785240357092057,3
0.18,20.820062146962243,3
0.19,28.600202776223792,3
0.2,28.87769061458539,3
0.21,29.33958883285598,3
0.22,29.66069464024766,3
0.23,31.956346784748348,3
0.24,42.07437106579993,3
0.25,45.4775172994827,3
0.26,45.84860672844025,3
0.27,46.21269133165502,3
0.28,46.83141022627326,3
0.29,47.68835934555645,3
0.3,47.79681147954108,3
0.31,47.9989749647987,3
0.32,48.14925704889548,3
0.33,48.44883520853839,3
0.34,48.528529596288905,3
0.35000000000000003,50.867891692351726,3
0.36,53.92130686376927,3
0.37,54.19871441746488,3
0.38,54.45059867582219,3
0.39,54.780141634164785,3
0.4,54.97147641720606,3
0.41000000000000003,57.73537542309766,3
0.42,58.083786048294165,3
0.43,59.85398768626204,3
0.44,61.54283123632898,3
0.45,61.79904858072264,3
0.46,62.050382577098624,3
0.47000000000000003,62.29926374209414,3
0.48,62.36263571375721,3
0.49,62.72035716251875,3
0.5,63.45144725584447,3
0.51,64.08972884749708,3
0.52,64.46100891142423,3
0.53,65.33416673086289,3
0.54,65.47538539162494,3
0.55,65.69496097876387,3
0.56,66.58825856966624,3
0.5700000000000001,68.75035932038972,3
0.58,71.94656000975867,3
0.59,72.17324778240524,3
0.6,72.27967451443733,3
0.61,72.4861549334999,3
0.62,72.54927330287379,3
0.63,72.55744751718976,3
0.64,72.7477303697862,3
0.65,72.8865435614522,3
0.66,73.03942470190584,3
0.67,73.35851011513085,3
0.68,73.97680853827504,3
0.6900000000000001,74.37153350365604,3
0.7000000000000001,78.67941527059162,3
0.71,79.79005091238902,3
0.72,80.28421280945517,3
0.73,80.36554302703146,3
0.74,80.95298742132378,3
0.75,81.15683911927395,3
0.76,81.60301955497846,3
0.77,81.87044758502746,3
0.78,82.2443178821173,3
0.79,82.63921458638754,3
0.8,82.79751197440179,3
0.81,83.01471334724852,3
0.8200000000000001,89.20458347194386,3
0.8300000000000001,89.33046480241184,3
0.84,89.54914801290137,3
0.85,89.68655527371966,3
0.86,90.21583062457687,3
0.87,91.72405132461017,3
0.88,91.96433981880705,3
0.89,92.28948573014497,3
0.9,92.51919381553839,3
0.91,92.66549441405695,3
0.92,92.87575249037486,3
0.93,93.74477099570845,3
0.9400000000000001,93.93171699190178,3
0.9500000000000001,94.0402566904672,3
0.96,94.1724238214029,3
0.97,94.28802436103537,3
0.98,94.36150017690385,3
0.99,94.4564392540469,3
1.0,94.70572437978777,3
