cdf,request_scheduling_delay,replica
0.06,0.0028887559446058473,7
0.07,0.003250390702916195,7
0.08,0.003372376329645288,7
0.09,0.003494361956374381,7
0.1,0.003616347583103474,7
0.11,0.003738333209832567,7
0.12,0.00386031883656166,7
0.13,0.003982304463290754,7
0.14,0.00407424282028539,7
0.15,0.004151157542412798,7
0.16,0.004228072264540206,7
0.17,0.004304986986667614,7
0.18,0.0043819017087950215,7
0.19,0.00445881643092243,7
0.2,0.004535731153049838,7
0.21,0.004683763325624613,7
0.22,0.004831795498199387,7
0.23,0.004979827670774162,7
0.24,0.005127859843348936,7
0.25,0.005275892015923711,7
0.26,0.005423924188498486,7
0.27,0.005573143918803681,7
0.28,0.005724738764569715,7
0.29,0.005876333610335748,7
0.3,0.006027928456101783,7
0.31,0.006179523301867818,7
0.32,0.0063311181476338515,7
0.33,0.0064827129933998865,7
0.34,0.047667851852888396,7
0.35000000000000003,0.1093697627192376,7
0.36,0.1710716735855868,7
0.37,0.23277358445193636,7
0.38,0.29447549531828593,7
0.39,0.3561774061846355,7
0.4,0.4178793170509847,7
0.41000000000000003,0.43887621577636904,7
0.42,0.45987311450175355,7
0.43,0.480870013227138,7
0.44,0.5018669119525224,7
0.45,0.5228638106779069,7
0.46,0.5438607094032913,7
0.47000000000000003,0.5630697380038838,7
0.48,0.5787030263548923,7
0.49,0.5943363147059011,7
0.5,0.6099696030569097,7
0.51,0.6256028914079184,7
0.52,0.6412361797589271,7
0.53,0.6568694681099356,7
0.54,0.6720547520785625,7
0.55,0.6870160338559982,7
0.56,0.701977315633434,7
0.5700000000000001,0.7169385974108698,7
0.58,0.7318998791883056,7
0.59,0.7468611609657414,7
0.6,0.7618224427431772,7
0.61,0.8184268150218146,7
0.62,0.8750311873004519,7
0.63,0.9316355595790886,7
0.64,0.9882399318577261,7
0.65,1.0448443041363635,7
0.66,1.1014486764150009,7
0.67,1.2236038186557816,7
0.68,1.476860500820847,7
0.6900000000000001,1.7301171829859097,7
0.7000000000000001,1.9833738651509751,7
0.71,2.2366305473160377,7
0.72,2.489887229481103,7
0.73,2.7431439116461687,7
0.74,3.5280043855468697,7
0.75,4.5786667553153935,7
0.76,5.629329125083917,7
0.77,6.679991494852441,7
0.78,7.730653864620964,7
0.79,8.781316234389488,7
0.8,9.831978604158,7
0.81,9.919005908281681,7
0.8200000000000001,10.006033212405361,7
0.8300000000000001,10.093060516529043,7
0.84,10.180087820652725,7
0.85,10.267115124776407,7
0.86,10.354142428900088,7
0.87,10.418358768590073,7
0.88,10.436953179412663,7
0.89,10.455547590235255,7
0.9,10.474142001057846,7
0.91,10.492736411880436,7
0.92,10.511330822703028,7
0.93,10.529925233525619,7
0.9400000000000001,11.481930824168053,7
0.9500000000000001,12.900642004720416,7
0.96,14.319353185272764,7
0.97,15.738064365825126,7
0.98,17.15677554637749,7
0.99,18.575486726929853,7
1.0,19.994197907482217,7
