cdf,prefill_e2e_time_normalized,replica
0.55,5.603003027875376e-05,4
0.56,5.617806689205189e-05,4
0.5700000000000001,5.632610350535002e-05,4
0.58,5.647414011864815e-05,4
0.59,5.662217673194628e-05,4
0.6,5.677021334524441e-05,4
0.61,5.7270835396270876e-05,4
0.62,5.777145744729735e-05,4
0.63,5.8272079498323804e-05,4
0.64,5.8772701549350275e-05,4
0.65,5.927332360037674e-05,4
0.66,5.977394565140321e-05,4
0.67,6.017221914967095e-05,4
0.68,6.036579554242125e-05,4
0.6900000000000001,6.0559371935171546e-05,4
0.7000000000000001,6.075294832792185e-05,4
0.71,6.094652472067214e-05,4
0.72,6.114010111342245e-05,4
0.73,6.133367750617274e-05,4
0.74,6.171245708535425e-05,4
0.75,6.218383825775135e-05,4
0.76,6.265521943014845e-05,4
0.77,6.312660060254555e-05,4
0.78,6.359798177494266e-05,4
0.79,6.406936294733976e-05,4
0.8,6.454074411973686e-05,4
0.81,6.889470305598341e-05,4
0.8200000000000001,7.32486619922299e-05,4
0.8300000000000001,7.760262092847645e-05,4
0.84,8.1956579864723e-05,4
0.85,8.631053880096954e-05,4
0.86,9.066449773721609e-05,4
0.87,9.581555093409188e-05,4
0.88,0.00010256079265222601,4
0.89,0.00010930603437036022,4
0.9,0.00011605127608849445,4
0.91,0.00012279651780662868,4
0.92,0.00012954175952476288,4
0.93,0.0001362870012428971,4
0.9400000000000001,0.0001385783049743399,4
0.9500000000000001,0.00013864263971243707,4
0.96,0.00013870697445053423,4
0.97,0.00013877130918863142,4
0.98,0.00013883564392672858,4
0.99,0.00013889997866482575,4
1.0,0.0001389643134029229,4
0.0,3.5540080600713416e-05,5
0.01,3.5712987854967396e-05,5
0.02,3.5885895109221376e-05,5
0.03,3.6058802363475356e-05,5
0.04,3.6231709617729336e-05,5
0.05,3.6404616871983317e-05,5
0.06,3.65775241262373e-05,5
0.07,3.710947886252493e-05,5
0.08,3.835952856287985e-05,5
0.09,3.9609578263234774e-05,5
0.1,4.085962796358969e-05,5
0.11,4.210967766394462e-05,5
0.12,4.3359727364299545e-05,5
0.13,4.460977706465447e-05,5
0.14,4.5080031712551715e-05,5
0.15,4.516038883422012e-05,5
0.16,4.524074595588853e-05,5
0.17,4.5321103077556936e-05,5
0.18,4.540146019922535e-05,5
0.19,4.548181732089375e-05,5
0.2,4.556217444256216e-05,5
0.21,4.642164462563965e-05,5
0.22,4.728111480871715e-05,5
0.23,4.8140584991794646e-05,5
0.24,4.9000055174872136e-05,5
0.25,4.985952535794963e-05,5
0.26,5.071899554102712e-05,5
0.27,5.177009159737512e-05,5
0.28,5.320443940026409e-05,5
0.29,5.463878720315306e-05,5
0.3,5.607313500604205e-05,5
0.31,5.750748280893103e-05,5
0.32,5.8941830611819996e-05,5
0.33,6.037617841470898e-05,5
0.34,6.353135956634741e-05,5
