cdf,prefill_time_execution_plus_preemption_normalized,replica
0.72,6.748474252259605e-05,7
0.73,6.751466206440652e-05,7
0.74,6.870742868446147e-05,7
0.75,7.048161884363866e-05,7
0.76,7.225580900281587e-05,7
0.77,7.402999916199307e-05,7
0.78,7.580418932117027e-05,7
0.79,7.757837948034746e-05,7
0.8,7.935256963952465e-05,7
0.81,7.945636400546797e-05,7
0.8200000000000001,7.95601583714113e-05,7
0.8300000000000001,7.966395273735463e-05,7
0.84,7.976774710329794e-05,7
0.85,7.987154146924127e-05,7
0.86,7.997533583518459e-05,7
0.87,8.154792827685673e-05,7
0.88,8.605811686998642e-05,7
0.89,9.056830546311615e-05,7
0.9,9.507849405624588e-05,7
0.91,9.958868264937561e-05,7
0.92,0.00010409887124250534,7
0.93,0.00010860905983563508,7
0.9400000000000001,0.0001106791041747639,7
0.9500000000000001,0.0001115290763868923,7
0.96,0.00011237904859902071,7
0.97,0.00011322902081114913,7
0.98,0.00011407899302327755,7
0.99,0.00011492896523540596,7
1.0,0.00011577893744753438,7
