cdf,prefill_time_execution_plus_preemption,replica
0.03,0.054258192203450406,7
0.04,0.058570476042701713,7
0.05,0.06288275988195302,7
0.06,0.06719504372120433,7
0.07,0.07123718069824507,7
0.08,0.0747390239508647,7
0.09,0.0782408672034843,7
0.1,0.08174271045610393,7
0.11,0.08524455370872355,7
0.12,0.08874639696134316,7
0.13,0.09224824021396279,7
0.14,0.09524681097359747,7
0.15,0.09799374548673967,7
0.16,0.10074067999988187,7
0.17,0.10348761451302409,7
0.18,0.10623454902616629,7
0.19,0.1089814835393085,7
0.2,0.1117284180524507,7
0.21,0.11292824102070878,7
0.22,0.11412806398896684,7
0.23,0.11532788695722491,7
0.24,0.11652770992548298,7
0.25,0.11772753289374105,7
0.26,0.11892735586199912,7
0.27,0.12333583631724339,7
0.28,0.1341616317464599,7
0.29,0.1449874271756764,7
0.3,0.15581322260489294,7
0.31,0.1666390180341095,7
0.32,0.177464813463326,7
0.33,0.18829060889254257,7
0.34,0.22602728434590907,7
0.35000000000000003,0.27721939981135013,7
0.36,0.3284115152767912,7
0.37,0.3796036307422326,7
0.38,0.4307957462076739,7
0.39,0.4819878616731153,7
0.4,0.5331799771385564,7
0.41000000000000003,0.5477357934865188,7
0.42,0.5622916098344812,7
0.43,0.5768474261824438,7
0.44,0.5914032425304061,7
0.45,0.6059590588783687,7
0.46,0.6205148752263312,7
0.47000000000000003,0.6349082413654944,7
0.48,0.6489767070870595,7
0.49,0.6630451728086246,7
0.5,0.6771136385301897,7
0.51,0.6911821042517547,7
0.52,0.7052505699733199,7
0.53,0.719319035694885,7
0.54,0.7444700627811741,7
0.55,0.7751623705498245,7
0.56,0.8058546783184753,7
0.5700000000000001,0.8365469860871261,7
0.58,0.8672392938557766,7
0.59,0.8979316016244273,7
0.6,0.9286239093930782,7
0.61,1.0255314970711618,7
0.62,1.1224390847492451,7
0.63,1.2193466724273276,7
0.64,1.316254260105411,7
0.65,1.4131618477834946,7
0.66,1.5100694354615782,7
0.67,1.5825193670637896,7
0.68,1.606053986514258,7
0.6900000000000001,1.629588605964726,7
0.7000000000000001,1.6531232254151944,7
0.71,1.6766578448656624,7
0.72,1.7001924643161306,7
0.73,1.723727083766599,7
0.74,1.7483592679530937,7
0.75,1.773540234507602,7
0.76,1.79872120106211,7
0.77,1.8239021676166183,7
0.78,1.8490831341711265,7
0.79,1.8742641007256347,7
0.8,1.8994450672801424,7
0.81,2.1336251021745967,7
0.8200000000000001,2.3678051370690483,7
0.8300000000000001,2.601985171963502,7
0.84,2.8361652068579564,7
0.85,3.0703452417524106,7
0.86,3.304525276646865,7
0.87,3.743412535418774,7
0.88,4.591714241945575,7
0.89,5.440015948472386,7
0.9,6.288317654999197,7
0.91,7.136619361526009,7
0.92,7.984921068052819,7
0.93,8.833222774579632,7
0.9400000000000001,9.219587044194665,7
0.9500000000000001,9.374982595353822,7
0.96,9.530378146512977,7
0.97,9.685773697672134,7
0.98,9.84116924883129,7
0.99,9.996564799990448,7
1.0,10.151960351149604,7
