Request Id,request_execution_plus_preemption_time
133,27.736827614903397
157,15.45940226205406
154,18.218139106017365
142,24.09175140950309
131,31.190637074160133
197,1.1860604031124338
150,21.429132679100142
164,17.27384213871783
140,26.36117728543696
173,11.492090885960748
148,22.882781838509235
188,5.943393035359537
165,18.05596534991989
191,6.617438544921261
184,9.89113473298689
176,13.196485811124422
163,20.788650523173853
175,15.154111251710379
185,11.873418260059493
170,18.40403472956154
187,12.769792259481978
177,17.204901358722424
172,18.827265409051662
169,22.506582313787415
196,10.93905579451156
205,7.612718479194823
161,27.783342482499695
162,27.850175676084604
192,15.726715992108355
146,34.50296942666595
204,11.74512796174063
195,15.760782804143014
201,14.405847321408375
203,13.90850375113082
209,11.513061630191675
147,38.48661071889071
193,20.541763568638974
231,0.9158780265750246
212,12.043791051197005
235,0.9082465523445854
216,10.93647531707635
202,18.827275469261668
219,11.343432174527322
194,24.87763245072416
217,15.678008914344224
232,7.449555679243116
225,11.455337348329683
239,5.269565562341118
240,3.993838312997678
224,13.147899755794954
228,13.140206063525396
230,12.416322169001663
234,11.558587871123235
237,10.931047434917303
247,1.7016442471342785
243,8.092936434828927
153,68.80070276851728
182,64.36009422343524
108,113.93248015178057
183,86.82439681037872
143,106.26277910311977
214,95.10957808405585
206,101.61087182273621
210,121.28685115230913
186,142.55260627208773
189,143.20135632138357
207,138.23479570186424
174,162.62700157676906
199,154.86605199229342
198,157.08533830064482
215,157.5945300622992
135,197.2331290862264
227,155.79602722317793
109,235.72075997761445
137,220.30812066883402
119,269.872596443856
178,250.86271898896248
181,253.2885751863222
200,264.8705854094641
213,264.6074087794692
218,309.1967521706938
112,367.4752737441669
229,321.12651103514327
120,384.2248913586674
257,1.5630288974738165
251,175.40482847653558
258,1.5687798242257636
253,4.504114472535663
259,5.895485043405686
261,5.134526572435472
256,8.462979431666732
255,9.790444943139605
254,11.826534351843643
241,332.4374501378686
262,11.30807460926738
266,8.680781532811206
221,353.48353868806953
249,354.0296540547628
233,431.6850778889097
244,425.67369406106235
226,502.08558382965316
222,528.6752629503495
236,562.6101467681617
208,602.0797385715673
98,683.9729455600173
271,267.5964980887209
211,628.1442238640451
278,2.3377317299428273
270,281.9286359832675
272,275.8565707562934
277,6.739095115241195
273,15.788862177639347
286,0.7337559517472166
144,671.1759874183781
274,19.028846908845413
284,9.061308401729578
293,0.26360007313144007
281,12.903104055100396
280,14.348549307483603
289,9.324046970950171
285,12.325828711427315
283,13.971879584978177
294,6.294965723909182
300,2.74410106257046
288,17.094929836874645
291,15.827305531455341
299,13.573660279771216
260,357.38220951458163
248,675.1356344919506
276,94.89512992026394
264,423.91350412022496
275,146.9740758315059
250,670.3524706461214
223,829.3816226786031
265,511.93790655453716
245,881.6106020437871
242,894.2987509311388
252,760.9175858361457
220,945.4828790401855
263,623.1310966689246
268,625.4948409189495
301,325.897368391801
180,1066.572621848275
302,408.8941422432772
295,431.1811372060762
190,1108.1738341616872
308,3.150542855237016
311,2.082574664015937
309,9.07923988929028
310,8.88716780257038
314,2.249769245726841
318,1.2620030508116358
312,15.069964202828055
316,8.647848970422679
320,7.652585707197944
304,468.6205325015743
124,1172.9803732255573
326,3.4002945680822196
325,7.785061845062987
324,12.41619056638278
296,500.4109388404491
305,491.35590390272637
332,2.2539620455174423
330,7.921259937009767
290,513.964300555481
340,0.7669902734012575
339,2.2615648688712486
335,4.377624336603494
341,5.812918324491114
336,7.023910495142819
338,6.999117439264984
323,39.282301013297385
307,204.5062589355025
319,80.95670496960248
317,88.53760634219039
321,92.18064825120868
315,147.27021825401573
297,640.0404521589721
269,955.0331251112242
313,205.01613464459388
282,680.923230633588
346,13.498074384482836
345,13.603202557518344
306,363.5273692284033
347,13.070907672324703
348,13.428133121756677
351,3.968587688872948
349,29.995631292414362
267,1042.0075081342532
334,249.9887891321604
303,829.4753987597368
